xbj,Q2,z,x,y_neg_H2,err_neg_H2,y_pos_H2,err_pos_H2,y_neg_D2,err_neg_D2,y_pos_D2,err_pos_D2,y_neg_Dummy,err_neg_Dummy,y_pos_Dummy,err_pos_Dummy,y_H2_neg_delta,y_H2_neg_rho,y_H2_neg_Dummy,y_H2_neg_incnorad,y_H2_pos_delta,y_H2_pos_exc,y_H2_pos_rho,y_H2_pos_Dummy,y_H2_pos_incnorad,xs_H2_pos,xs_H2_neg,y_H2_neg_incnorad_yield,y_H2_pos_incnorad_yield,y_D2_neg_delta,y_D2_neg_exc,y_D2_neg_rho,y_D2_neg_Dummy,y_D2_neg_incnorad,y_D2_pos_delta,y_D2_pos_exc,y_D2_pos_rho,y_D2_pos_Dummy,y_D2_pos_incnorad,xs_D2_pos,xs_D2_neg,y_D2_neg_incnorad_yield,y_D2_pos_incnorad_yield
0.45,4.75,0.5,0.425,4.49343,0.101946,9.71334,0.223224,9.39238,0.208555,15.4632,0.350168,1.45814,0.0817874,2.32544,0.113527,0.0269348,0.148483,0.603214,1.12892,0.120693,0.105542,0.197749,1.21671,1.10444,0,0,0,0,0.0563005,0.0616225,0.310367,1.26087,1.12891,0.192138,0.168018,0.314807,1.93694,1.10444,0,0,0,0
0.45,4.75,0.5,0.475,18.902,0.209091,39.1244,0.448003,37.8041,0.418411,59.7947,0.688586,5.80547,0.163194,9.02904,0.223701,0.150362,0.843898,2.59233,1.15223,0.61803,0.577365,1.0491,4.94598,1.1256,1.55294e-09,8.0193e-10,1.74283,3.37499,0.300726,0.348186,1.6878,5.18467,1.15223,0.944548,0.882399,1.60336,7.55905,1.1256,8.12589e-09,5.12934e-09,13.0017,20.5972
0.45,4.75,0.5,0.525,17.5804,0.201649,37.9572,0.441269,35.8574,0.407496,60.4386,0.692284,5.19875,0.154431,8.71126,0.219729,0.170747,1.03074,2.41503,1.17115,0.711005,0.72967,1.30838,4.86106,1.14614,1.05972e-09,5.26825e-10,4.72092,9.49621,0.348259,0.437223,2.10232,4.92576,1.17115,1.13212,1.16184,2.08332,7.74018,1.14614,6.80965e-09,4.18739e-09,49.8668,81.0948
0.45,4.75,0.5,0.575,9.98024,0.151933,23.5735,0.347751,20.4814,0.307973,35.445,0.530157,3.14787,0.120169,5.16885,0.169256,0.112445,0.748481,1.34652,1.18568,0.500493,0.572005,1.02133,3.06954,1.16607,8.2369e-10,3.94891e-10,2.78054,5.79982,0.230759,0.317671,1.53603,2.76333,1.18568,0.752538,0.860063,1.53566,4.61534,1.16607,6.02672e-09,3.60239e-09,45.7078,76.4682
0.45,4.75,0.5,0.625,1.43109,0.0575328,3.93508,0.14208,3.28051,0.123255,6.12405,0.220367,0.48482,0.0471603,0.857364,0.0689334,0.0180577,0.134158,0.185742,1.19581,0.0916667,0.117584,0.210056,0.522777,1.18538,7.03006e-10,3.28848e-10,0.607541,1.29879,0.0413939,0.0628574,0.307532,0.425778,1.19581,0.142658,0.182992,0.326904,0.813583,1.18538,5.33491e-09,3.09968e-09,26.9511,46.3859
0.45,4.75,0.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20154,0,0,0,0,1.20408,0,0,0,0,0,0,0,0,1.20155,0,0,0,0,1.20408,4.62093e-09,2.60218e-09,4.04228,7.17826
0.45,4.75,0.5,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20288,0,0,0,0,1.22217,0,0,0,0,0,0,0,0,1.20289,0,0,0,0,1.22217,0,0,0,0
0.45,4.75,0.5,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19982,0,0,0,0,1.23964,0,0,0,0,0,0,0,0,1.19984,0,0,0,0,1.23964,0,0,0,0
0.45,4.75,0.5,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19237,0,0,0,0,1.25649,0,0,0,0,0,0,0,0,1.1924,0,0,0,0,1.25649,0,0,0,0
0.45,4.75,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18052,0,0,0,0,1.27273,0,0,0,0,0,0,0,0,1.18056,0,0,0,0,1.27273,0,0,0,0
0.45,4.75,0.5,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16427,0,0,0,0,1.28836,0,0,0,0,0,0,0,0,1.16433,0,0,0,0,1.28836,0,0,0,0
0.45,4.75,0.5,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14363,0,0,0,0,1.30337,0,0,0,0,0,0,0,0,1.1437,0,0,0,0,1.30337,0,0,0,0
0.45,4.75,0.6,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.78414,-0,0,0,0,0.913031,0,0,0,0,-0,-0,0,0,0.784215,-0,0,0,0,0.913031,0,0,0,0
0.45,4.75,0.6,0.075,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.842622,-0,-0,0,0,0.939108,0,0,0,0,-0,-0,0,0,0.842682,-0,-0,0,0,0.939108,0,0,0,0
0.45,4.75,0.6,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.896708,-0,-0,0,0,0.964571,0,0,0,0,-0,-0,0,0,0.896754,-0,-0,0,0,0.964571,0,0,0,0
0.45,4.75,0.6,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.946398,-0,0,0,0,0.989419,0,0,0,0,-0,-0,0,0,0.946433,-0,0,0,0,0.989419,0,0,0,0
0.45,4.75,0.6,0.225,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.991693,-0,0,0,0,1.01365,0,0,0,0,-0,-0,0,0,0.991717,-0,0,0,0,1.01365,0,0,0,0
0.45,4.75,0.6,0.275,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,1.03259,-0,0,0,0,1.03727,0,0,0,0,-0,0,0,0,1.03261,-0,0,0,0,1.03727,0,0,0,0
0.45,4.75,0.6,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0691,0,0,0,0,1.06027,0,0,0,0,0,0,0,0,1.0691,0,0,0,0,1.06027,0,0,0,0
0.45,4.75,0.6,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1012,0,0,0,0,1.08266,0,0,0,0,0,0,0,0,1.10121,0,0,0,0,1.08266,0,0,0,0
0.45,4.75,0.6,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12892,0,0,0,0,1.10444,0,0,0,0,0,0,0,0,1.12891,0,0,0,0,1.10444,0,0,0,0
0.45,4.75,0.6,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15223,0,0,0,0,1.1256,0,0,0,0,0,0,0,0,1.15223,0,0,0,0,1.1256,0,0,0,0
0.45,4.75,0.6,0.525,6.99707,0.154842,14.7988,0.309792,14.4079,0.30065,23.1587,0.504915,2.4224,0.128346,3.57664,0.212395,0.0679578,0.410237,0.961191,1.17115,0.277208,0.284485,0.510114,1.89524,1.14614,0,0,0,0,0.139934,0.175681,0.844733,1.97922,1.17115,0.433804,0.445192,0.79828,2.96586,1.14614,0,0,0,0
0.45,4.75,0.6,0.575,14.8639,0.225682,33.9788,0.469419,30.8112,0.439658,52.5251,0.760404,4.91362,0.182793,8.14447,0.320507,0.167467,1.11473,2.00541,1.18568,0.72141,0.824488,1.47214,4.42443,1.16607,8.12249e-10,3.89273e-10,1.44151,3.00783,0.347143,0.47789,2.31073,4.15702,1.18568,1.11517,1.27451,2.27566,6.83936,1.16607,6.76066e-09,4.0529e-09,19.5336,32.5841
0.45,4.75,0.6,0.625,12.7034,0.208637,32.9787,0.462459,26.7609,0.409742,47.7191,0.724782,3.87118,0.162249,7.10651,0.299388,0.160294,1.19089,1.64878,1.19581,0.76823,0.985432,1.76041,4.38123,1.18538,6.795e-10,3.17606e-10,1.35519,2.89935,0.337672,0.512762,2.5087,3.4733,1.19581,1.1116,1.42589,2.54726,6.3395,1.18538,5.60013e-09,3.26395e-09,41.0069,70.3576
0.45,4.75,0.6,0.675,7.42645,0.159522,19.7875,0.358222,16.3194,0.319972,28.1869,0.557038,2.40684,0.127933,4.54079,0.239316,0.102236,0.853125,0.905914,1.20154,0.493154,0.713771,1.27896,2.69078,1.20408,6.52112e-10,3.01646e-10,0.343089,0.741703,0.22466,0.377716,1.87471,1.99071,1.20155,0.70249,1.01676,1.82186,3.83297,1.20408,5.15911e-09,2.94311e-09,36.6843,64.3055
0.45,4.75,0.6,0.725,0.538682,0.0429632,1.67753,0.104302,1.40032,0.093729,2.50731,0.166137,0.121358,0.0287272,0.325742,0.0640978,0.00792492,0.0745485,0.0600645,1.20288,0.043808,0.0718618,0.12932,0.234204,1.22217,7.27038e-10,3.36763e-10,0.0121581,0.026248,0.0206011,0.0384576,0.193791,0.156139,1.20289,0.0654772,0.107408,0.193287,0.350052,1.22217,5.05646e-09,2.84263e-09,21.9293,39.0077
0.45,4.75,0.6,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19982,0,0,0,0,1.23964,0,0,0,0,0,0,0,0,1.19984,0,0,0,0,1.23964,5.62665e-09,3.12827e-09,1.88247,3.38589
0.45,4.75,0.6,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19237,0,0,0,0,1.25649,0,0,0,0,0,0,0,0,1.1924,0,0,0,0,1.25649,0,0,0,0
0.45,4.75,0.6,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18052,0,0,0,0,1.27273,0,0,0,0,0,0,0,0,1.18056,0,0,0,0,1.27273,0,0,0,0
0.45,4.75,0.6,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16427,0,0,0,0,1.28836,0,0,0,0,0,0,0,0,1.16433,0,0,0,0,1.28836,0,0,0,0
0.45,4.75,0.6,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14363,0,0,0,0,1.30337,0,0,0,0,0,0,0,0,1.1437,0,0,0,0,1.30337,0,0,0,0
0.45,4.75,0.7,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.78414,-0,0,0,0,0.913031,0,0,0,0,-0,-0,0,0,0.784215,-0,0,0,0,0.913031,0,0,0,0
0.45,4.75,0.7,0.075,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.842622,-0,-0,0,0,0.939108,0,0,0,0,-0,-0,0,0,0.842682,-0,-0,0,0,0.939108,0,0,0,0
0.45,4.75,0.7,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.896708,-0,-0,0,0,0.964571,0,0,0,0,-0,-0,0,0,0.896754,-0,-0,0,0,0.964571,0,0,0,0
0.45,4.75,0.7,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.946398,-0,0,0,0,0.989419,0,0,0,0,-0,-0,0,0,0.946433,-0,0,0,0,0.989419,0,0,0,0
0.45,4.75,0.7,0.225,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.991693,-0,0,0,0,1.01365,0,0,0,0,-0,-0,0,0,0.991717,-0,0,0,0,1.01365,0,0,0,0
0.45,4.75,0.7,0.275,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,1.03259,-0,0,0,0,1.03727,0,0,0,0,-0,0,0,0,1.03261,-0,0,0,0,1.03727,0,0,0,0
0.45,4.75,0.7,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0691,0,0,0,0,1.06027,0,0,0,0,0,0,0,0,1.0691,0,0,0,0,1.06027,0,0,0,0
0.45,4.75,0.7,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1012,0,0,0,0,1.08266,0,0,0,0,0,0,0,0,1.10121,0,0,0,0,1.08266,0,0,0,0
0.45,4.75,0.7,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12892,0,0,0,0,1.10444,0,0,0,0,0,0,0,0,1.12891,0,0,0,0,1.10444,0,0,0,0
0.45,4.75,0.7,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15223,0,0,0,0,1.1256,0,0,0,0,0,0,0,0,1.15223,0,0,0,0,1.1256,0,0,0,0
0.45,4.75,0.7,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17115,0,0,0,0,1.14614,0,0,0,0,0,0,0,0,1.17115,0,0,0,0,1.14614,0,0,0,0
0.45,4.75,0.7,0.575,0.45721,0.0409613,1.15509,0.0964592,1.05561,0.0840473,1.64287,0.135175,0.150834,0.0304897,0.286188,0.0578105,0.00515127,0.034289,0.0616862,1.18568,0.0245239,0.0280279,0.0500445,0.150406,1.16607,0,0,0,0,0.0118933,0.0163727,0.0791667,0.142421,1.18568,0.0348801,0.0398638,0.0711778,0.21392,1.16607,0,0,0,0
0.45,4.75,0.7,0.625,7.9864,0.171195,19.4654,0.395975,16.1645,0.328892,28.3804,0.561828,2.34919,0.120327,4.60591,0.23192,0.100774,0.748687,1.03656,1.19581,0.453441,0.581642,1.03907,2.58598,1.18538,6.38776e-10,2.97837e-10,0.0807879,0.173267,0.203966,0.309726,1.51535,2.098,1.19581,0.661114,0.84803,1.51495,3.77035,1.18538,6.18389e-09,3.63104e-09,1.61501,2.75047
0.45,4.75,0.7,0.675,10.4769,0.19608,28.4068,0.478352,23.207,0.394077,40.4558,0.670786,3.37562,0.144238,6.19935,0.269063,0.14423,1.20355,1.27803,1.20154,0.70797,1.02469,1.83607,3.86287,1.20408,6.41661e-10,2.97254e-10,0.329947,0.712231,0.319477,0.537131,2.66594,2.8309,1.20155,1.00826,1.45932,2.61486,5.50134,1.20408,5.46311e-09,3.13917e-09,21.5468,37.4979
0.45,4.75,0.7,0.725,5.3979,0.140744,13.7364,0.332639,11.3339,0.275399,20.5502,0.478081,1.55049,0.0977548,3.21907,0.193886,0.0794123,0.747019,0.601881,1.20288,0.35872,0.588438,1.05893,1.91777,1.22217,7.23435e-10,3.35136e-10,0.0158654,0.0342475,0.166741,0.311269,1.56851,1.26376,1.20289,0.536657,0.880323,1.5842,2.86906,1.22217,5.04062e-09,2.84175e-09,29.6887,52.661
0.45,4.75,0.7,0.775,0.31748,0.034133,1.12063,0.0950095,0.674029,0.0671601,1.45043,0.127011,0.0887238,0.0233843,0.218959,0.0505665,0.0049063,0.0521579,0.0312221,1.19982,0.030112,0.0562315,0.10169,0.161074,1.23964,0,0,0,0,0.0104164,0.0216467,0.110734,0.0662865,1.19984,0.0389741,0.0727807,0.131618,0.208478,1.23964,5.17179e-09,2.91165e-09,15.012,26.6649
0.45,4.75,0.7,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19237,0,0,0,0,1.25649,0,0,0,0,0,0,0,0,1.1924,0,0,0,0,1.25649,5.9431e-09,3.3842e-09,1.14735,2.0149
0.45,4.75,0.7,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18052,0,0,0,0,1.27273,0,0,0,0,0,0,0,0,1.18056,0,0,0,0,1.27273,0,0,0,0
0.45,4.75,0.7,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16427,0,0,0,0,1.28836,0,0,0,0,0,0,0,0,1.16433,0,0,0,0,1.28836,0,0,0,0
0.45,4.75,0.7,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14363,0,0,0,0,1.30337,0,0,0,0,0,0,0,0,1.1437,0,0,0,0,1.30337,0,0,0,0
0.55,4.75,0.4,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0.90085,-0,-0,-0,0,0.704903,0,0,0,0,-0,-0,-0,-0,0.90085,-0,-0,-0,0,0.704903,0,0,0,0
0.55,4.75,0.4,0.075,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0.935493,-0,-0,-0,0,0.777426,0,0,0,0,-0,-0,-0,0,0.935493,-0,-0,-0,0,0.777426,0,0,0,0
0.55,4.75,0.4,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0.968569,-0,-0,-0,0,0.843863,0,0,0,0,-0,-0,-0,0,0.968569,-0,-0,-0,0,0.843863,0,0,0,0
0.55,4.75,0.4,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,1.00008,0,-0,-0,0,0.904214,0,0,0,0,-0,-0,-0,0,1.00008,0,-0,-0,0,0.904214,0,0,0,0
0.55,4.75,0.4,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.03002,0,0,-0,0,0.958478,0,0,0,0,0,-0,-0,0,1.03002,0,0,-0,0,0.958478,0,0,0,0
0.55,4.75,0.4,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0584,0,0,0,0,1.00666,0,0,0,0,0,-0,0,0,1.0584,0,0,0,0,1.00666,0,0,0,0
0.55,4.75,0.4,0.325,2.95648,0.0772983,6.09481,0.151226,6.2718,0.170593,8.8039,0.222451,0.887781,0.0593843,1.3855,0.0961001,0.0110363,0.0707587,0.324316,1.0852,0.080326,0.0445323,0.104169,0.614592,1.04875,0,0,0,0,0.0234121,0.0148504,0.150106,0.687995,1.0852,0.11603,0.0643264,0.150471,0.887772,1.04875,0,0,0,0
0.55,4.75,0.4,0.375,15.0437,0.174365,33.909,0.356701,33.1107,0.391967,48.5765,0.522528,5.32508,0.145439,7.13308,0.218052,0.0757522,0.56371,1.72913,1.11045,0.533156,0.368793,0.819144,3.52555,1.08475,2.4165e-09,1.38974e-09,2.04409,3.55431,0.166728,0.169543,1.24071,3.80577,1.11045,0.763775,0.528316,1.17347,5.05054,1.08475,8.9152e-09,6.07652e-09,10.0923,14.8069
0.55,4.75,0.4,0.425,14.0539,0.168531,33.759,0.355911,31.9911,0.385283,47.1994,0.515068,4.98226,0.14068,6.45466,0.207423,0.087828,0.685533,1.63634,1.13412,0.600171,0.498129,1.0164,3.54264,1.11467,2.01238e-09,1.118e-09,6.42837,11.5709,0.199925,0.25664,1.56049,3.72484,1.13412,0.839118,0.69645,1.42106,4.95307,1.11467,7.81535e-09,5.20354e-09,47.4661,71.2908
0.55,4.75,0.4,0.475,3.91518,0.0889525,10.0722,0.194406,9.40523,0.208906,14.0576,0.281094,1.20753,0.0692576,2.05181,0.116947,0.0288729,0.226514,0.447011,1.15623,0.194841,0.190819,0.35195,1.04493,1.1385,1.76154e-09,9.32401e-10,2.94661,5.56689,0.0693597,0.104144,0.544143,1.07383,1.15623,0.271936,0.266322,0.491209,1.45838,1.1385,7.32754e-09,4.70905e-09,44.3128,68.9532
0.55,4.75,0.4,0.525,0.128121,0.0160913,0.218753,0.02865,0.12255,0.0238464,0.381333,0.0462965,-nan,-nan,0.0975112,0.0254946,0.00107764,0.00828955,0.0138578,1.17677,0.00446735,0.00512861,0.0084575,0.0219592,1.15624,1.66526e-09,8.5015e-10,0.0904008,0.177075,0.00103079,0.00174913,0.00792912,0.0132553,1.17677,0.00778753,0.00894024,0.0147432,0.0382795,1.15624,6.66652e-09,4.13101e-09,12.4861,20.1497
0.55,4.75,0.4,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19574,0,0,0,0,1.1679,0,0,0,0,0,0,0,0,1.19574,0,0,0,0,1.1679,7.39426e-09,4.43647e-09,0.414299,0.690512
0.55,4.75,0.4,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21315,0,0,0,0,1.17347,0,0,0,0,0,0,0,0,1.21315,0,0,0,0,1.17347,0,0,0,0
0.55,4.75,0.4,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22899,0,0,0,0,1.17296,0,0,0,0,0,0,0,0,1.22899,0,0,0,0,1.17296,0,0,0,0
0.55,4.75,0.4,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24326,0,0,0,0,1.16636,0,0,0,0,0,0,0,0,1.24326,0,0,0,0,1.16636,0,0,0,0
0.55,4.75,0.4,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25597,0,0,0,0,1.15367,0,0,0,0,0,0,0,0,1.25597,0,0,0,0,1.15367,0,0,0,0
0.55,4.75,0.4,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.26711,0,0,0,0,1.13489,0,0,0,0,0,0,0,-0,1.26711,0,0,0,0,1.13489,0,0,0,0
0.55,4.75,0.4,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.27668,0,0,0,0,1.11003,0,0,0,0,0,0,0,-0,1.27668,0,0,0,0,1.11003,0,0,0,0
0.55,4.75,0.4,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.28468,0,0,0,-0,1.07908,0,0,0,0,0,0,0,-0,1.28468,0,0,0,-0,1.07908,0,0,0,0
0.55,4.75,0.4,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.29112,0,0,0,-0,1.04205,0,0,0,0,0,0,0,-0,1.29112,0,0,0,-0,1.04205,0,0,0,0
0.55,4.75,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0.90085,-0,-0,-0,0,0.704903,0,0,0,0,-0,-0,-0,-0,0.90085,-0,-0,-0,0,0.704903,0,0,0,0
0.55,4.75,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0.935493,-0,-0,-0,0,0.777426,0,0,0,0,-0,-0,-0,0,0.935493,-0,-0,-0,0,0.777426,0,0,0,0
0.55,4.75,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0.968569,-0,-0,-0,0,0.843863,0,0,0,0,-0,-0,-0,0,0.968569,-0,-0,-0,0,0.843863,0,0,0,0
0.55,4.75,0.5,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,1.00008,0,-0,-0,0,0.904214,0,0,0,0,-0,-0,-0,0,1.00008,0,-0,-0,0,0.904214,0,0,0,0
0.55,4.75,0.5,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.03002,0,0,-0,0,0.958478,0,0,0,0,0,-0,-0,0,1.03002,0,0,-0,0,0.958478,0,0,0,0
0.55,4.75,0.5,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0584,0,0,0,0,1.00666,0,0,0,0,0,-0,0,0,1.0584,0,0,0,0,1.00666,0,0,0,0
0.55,4.75,0.5,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0852,0,0,0,0,1.04875,0,0,0,0,0,0,0,0,1.0852,0,0,0,0,1.04875,0,0,0,0
0.55,4.75,0.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11045,0,0,0,0,1.08475,0,0,0,0,0,0,0,0,1.11045,0,0,0,0,1.08475,0,0,0,0
0.55,4.75,0.5,0.425,5.97142,0.11972,12.8792,0.252138,12.0237,0.218761,19.6549,0.387193,1.80234,0.0883585,2.8965,0.144831,0.0373176,0.291279,0.695272,1.13412,0.228968,0.190038,0.38776,1.35153,1.11467,0,0,0,0,0.0751407,0.0964568,0.586503,1.39996,1.13412,0.349428,0.290018,0.591761,2.06257,1.11467,0,0,0,0
0.55,4.75,0.5,0.475,13.6439,0.180965,32.0108,0.397505,28.8335,0.338765,46.6954,0.596801,4.42352,0.138425,6.52024,0.217299,0.100618,0.789369,1.55777,1.15623,0.61923,0.606447,1.11854,3.32091,1.1385,1.67347e-09,8.73915e-10,2.0938,4.00944,0.212635,0.319272,1.66817,3.29203,1.15623,0.903294,0.884647,1.63166,4.84434,1.1385,8.2427e-09,5.23981e-09,21.2481,33.4252
0.55,4.75,0.5,0.525,11.328,0.164893,26.6805,0.362904,22.2015,0.297263,37.8355,0.537207,3.48788,0.122917,5.69273,0.203042,0.0952812,0.732932,1.22526,1.17677,0.544866,0.625517,1.03153,2.67828,1.15624,1.5075e-09,7.58412e-10,1.62632,3.23264,0.186739,0.316876,1.43646,2.40135,1.17677,0.772671,0.887042,1.4628,3.79805,1.15624,7.28743e-09,4.48492e-09,43.4295,70.5674
0.55,4.75,0.5,0.575,3.32222,0.0892978,7.02852,0.186263,6.25669,0.157806,10.3485,0.280952,0.732951,0.0563466,1.39205,0.100405,0.0310926,0.230281,0.326899,1.19574,0.147673,0.198587,0.290043,0.666719,1.1679,1.3793e-09,6.69564e-10,0.346411,0.713604,0.0585562,0.110252,0.433686,0.615645,1.19574,0.217429,0.292393,0.427049,0.981653,1.1679,7.07952e-09,4.20854e-09,34.0743,57.3191
0.55,4.75,0.5,0.625,0.0254783,0.00782009,0.0780019,0.0196222,0.0196851,0.00885154,0.0731147,0.0236154,0.00753045,0.00749372,-nan,-nan,0.000260341,0.00182678,0.00216265,1.21315,0.00164667,0.00260326,0.00333502,0.00679949,1.17347,1.44806e-09,6.82494e-10,0.000193012,0.000409517,0.000201145,0.000415736,0.00141141,0.00167091,1.21315,0.0015435,0.00244016,0.00312607,0.00637347,1.17347,7.19727e-09,4.14689e-09,8.81273,15.2952
0.55,4.75,0.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22899,0,0,0,0,1.17296,0,0,0,0,0,0,0,0,1.22899,0,0,0,0,1.17296,9.15505e-09,5.15535e-09,0.0524842,0.0932033
0.55,4.75,0.5,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24326,0,0,0,0,1.16636,0,0,0,0,0,0,0,0,1.24326,0,0,0,0,1.16636,0,0,0,0
0.55,4.75,0.5,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25597,0,0,0,0,1.15367,0,0,0,0,0,0,0,0,1.25597,0,0,0,0,1.15367,0,0,0,0
0.55,4.75,0.5,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.26711,0,0,0,0,1.13489,0,0,0,0,0,0,0,-0,1.26711,0,0,0,0,1.13489,0,0,0,0
0.55,4.75,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.27668,0,0,0,0,1.11003,0,0,0,0,0,0,0,-0,1.27668,0,0,0,0,1.11003,0,0,0,0
0.55,4.75,0.5,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.28468,0,0,0,-0,1.07908,0,0,0,0,0,0,0,-0,1.28468,0,0,0,-0,1.07908,0,0,0,0
0.55,4.75,0.5,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.29112,0,0,0,-0,1.04205,0,0,0,0,0,0,0,-0,1.29112,0,0,0,-0,1.04205,0,0,0,0
0.55,4.75,0.6,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0.90085,-0,-0,-0,0,0.704903,0,0,0,0,-0,-0,-0,-0,0.90085,-0,-0,-0,0,0.704903,0,0,0,0
